instruction,input,output,Categories
prompt executing before page full load and block the consolelog,"I have an interesting question.
I have a prompt in JS. When I go to my page prompt immediately executes and blocks the console.logs. After doing some logic in the prompt, when I close the prompt all the console.logs immediately shows in the console. And it happens only when i join in the page at the first time. Next time all console.logs work fine. I the problem, but i don't know solution. I assume it's how the browser, and js works. There is no solution here.


let userAnswer = """";
let contvertedStr = """";

while (true) {
  const type = prompt(
    ""Program – Main Menu \nPlease enter 1, 2, 3, or exit.""
  ).toLowerCase();

  if (type === ""1"") {
    while (!userAnswer) {
      userAnswer = prompt(""Please enter a string."");

      if (!userAnswer) {
        console.log(""You need to enter something"");
      }
    }
  }

  if (type === ""2"") {
    if (!userAnswer) {
      console.log(""You need to first enter a String"");
      continue;
    }

    const splitString = userAnswer.split("" "");
    let newArray = [];

    for (const str of splitString) {
      if (str.length >= 5) {
        newArray.push(str + ""-bonk"");
      } else {
        newArray.push(str + ""-bink"");
      }
    }

    contvertedStr = newArray.join("" "");

    console.log(""String converted"");
  }

  if (type === ""3"") {
    if (contvertedStr) {
      console.log(contvertedStr);

      userAnswer = """";
      contvertedStr = """";

      continue;
    } else {
      console.log(""You need to first convert your String"");
      continue;
    }
  }

  if (type === ""exit"") {
    console.log(""Thanks for using the ROBOT Language Converter!"");
    break;
  }
}



I triend DOMContentloaded, window.onload, async, defer etc. It didn't work
","while (true) {
Unless used in say an async loop, this is never a good idea for Javascript, how the console behaves when the main Event loop is constantly blocked is likely undefined behaviour and should not be something you rely on.
Now there are 2 simple ways to solve this,

Use a setTimeout to continue the loop.
Use an async loop like pointed out above.

So for option 1 ->


function doLoop() {
  const r = prompt('type x to quit').toLowerCase();
  console.log(`you typed ${r}`);
  if (r !== 'x') 
    setTimeout(doLoop);
}

doLoop();  //lets start the loop



So basically in the above we are just replacing continue with setTimeout(doLoop), and removing the while (true) {
Now for option 2, using an async loop, this is the better option in the long run as it is much easier to expand on.


const breath = () => new Promise(resolve => setTimeout(resolve));

async function doLoop() {
  while (true) {
    await breath();
    const r = prompt('type x to quit').toLowerCase();
    console.log(`you typed ${r}`);
    if (r === 'x') break;
  }
}

doLoop();  //lets start the loop



Now in the above you can see we have used while (true) {, but the trick here when doing this you need to allow the event loop to run, this is what the breath function is doing.  The prompt function will still block, but those breath's will just allow some time for the event loop to do it's thing.  Also notice the async & await syntax, this is what does the magic to make what looks like sync code actually be async, and as such Browser / JS friendly.
Of course even better is not using prompt in the first place, most GUI libs these days have features for doing dialogs, and not only do these look nicer, they will also not block the browser main event loop like alert / prompt etc do.
",prompt
how to extract information from a photo of a document,"I want to build a simple tool that will allow a user to take a photo of a document and extract information such as date/time and some other information
It is simple to do this through Chat GPT's UI, upload an image, ask it for some information from the document. But is just calling Chat GPT's API from my code really a viable solution?

It just feels like a black box that is liable to change without notice, i.e. fragile.
I assumed I'd need to train and deploy my own model, is using chat gpt expensive overkill for what I want to do? If I somehow ended up with a lot of users I'm thinking this would become a problem.

Note: I have no real AI experience or knowledge, but I do have lots of programming experience (I work full time as a developer).
","There are several ways to go about it but you can start of with Ollama, you need to download a model such as llama3, if you have experience with python you are in luck.
You don't need to train a model, there are different models out there that does what you need or solves this kind of problem, all you need to do is provided the llm your documents(images, text, pdfs etc) and ask questions on them.
However in some cases, if your pdf contains financial information such as annuity and the likes , You might need to train it for it to understand how to do those kind of calculations or better still write a function which inherits from Langchain_tool to instruct the llm on how to use it for those specific cases.

It just feels like a black box that is liable to change without
notice, i.e. fragile. I assumed I'd need to train and deploy my own
model, is using chat gpt expensive overkill for what I want to do? If
I somehow ended up with a lot of users I'm thinking this would become
a problem.

Here are the general steps on how to go go about it:
Step 1:
First download Ollama then you can pull the llama image which would serve as your llm, do a docker pull of llama, preferably llama3.
Step 2:
Find a library that converts images to text or pdf such as
Optical character recognition Library (OCR)
Step 3:
Find a vector_db(FAISS, chromadb and the likes) which converts text to vectors; this makes information extraction easy.
Step 4:
Feed your documents to the vector_db so it can convert it to vectors because numbers are good...
",chatgpt
removing vcs from vcs_info prompt in zsh name to use zsh_theme_git_prompt_dirty,"I currently have this set up in my .zshrc
autoload -Uz add-zsh-hook vcs_info
setopt prompt_subst
add-zsh-hook precmd vcs_info
add-zsh-hook precmd my_precmd

zstyle ':vcs_info:git:*' formats '%b%u%c'

and in my precmd function I set my RPROMPT to be $(git_prompt_info). I also colour it based on the name of the branch (ie main might be blue, while WIP is red etc).
The issue I have is that it always prints out with a git prefix (like this git:(main)).
I checked the docs and it shows that from :vcs_info:vcs-string:user-context:repo-root-namethe  relevant part I want to get rid of is vcs-string but I can't find a way to remove it.
I know I can just use ${vcs_info_msg_0_} but I'm trying to incorporate ZSH_THEME_GIT_PROMPT_CLEAN and ZSH_THEME_GIT_PROMPT_DIRTY and haven't found a way to do so with vcs_info
Any help would be appreciated.
","Turns out to get access to the ZSH_THEME_GIT_PROMPT_CLEAN and ZSH_THEME_GIT_PROMPT_DIRTY parts of the prompt, you can just call directly into the zsh code
So now my prompt colouring is basically
  if [[  ""${vcs_info_msg_0_}"" != """" ]]
    then
      [[ ""${vcs_info_msg_0_}"" == ""master"" || ""${vcs_info_msg_0_}"" == ""main"" ]] && git2color='196'
      local git2=""%B%F{${git2color}}(${vcs_info_msg_0_}$(parse_git_dirty))%f%b ""
  fi

",prompt
llama2 7bhf repeats context of question directly from input prompt cuts off with newlines,"Context: I am trying to query Llama-2 7B, taken from HuggingFace (meta-llama/Llama-2-7b-hf). I give it a question and context (I would guess anywhere from 200-1000 tokens), and ask it to answer the question based on the context (context is retrieved from a vectorstore using similarity search). Here are my two problems:

The answer ends, and the rest of the tokens until it reaches max_new_tokens are all newlines. Or it just doesn't generate any text and the entire response is newlines. Adding a repetition_penalty of 1.1 or greater has solved infinite newline generation, but does not get me full answers.
For answers that do generate, they are copied word for word from the given context. This remains the same with repetition_penalty=1.1, and making the repetition penalty too high makes the answer nonsense.

I have only tried using temperature=0.4 and temperature=0.8, but from what I have done, tuning temperature and repetition_penalty both result in either the context being copied or a nonsensical answer.
Note about the ""context"": I am using a document stored in a Chroma vector store, and similarity search retrieves the relevant information before I pass it to Llama.
Example Problem:
My query is to summarize a certain Topic X.
query = ""Summarize Topic X""

The retrieved context from the vectorstore has 3 sources that looks something like this (I format the sources in my query to the LLM separated by newlines):
context = """"""When talking about Topic X, Scenario Y is always referred to. This is due to the relation of
Topic X is a broad topic which covers many aspects of life.
No one knows when Topic X became a thing, its origin is unknown even to this day.""""""

Then the response from Llama-2 directly mirrors one piece of context, and includes no information from the others. Furthermore, it produces many newlines after the answer. If the answer is 100 tokens, and max_new_tokens is 150, I have 50 newlines.
response = ""When talking about Topic X, Scenario Y is always referred to. This is due to the relation of \n\n\n\n""

One of my biggest issues is that in addition to copying one piece of context, if the context ends mid-sentence, so does the LLM response.
Is anyone else experiencing anything like this (newline issue or copying part of your input prompt)? Has anyone found a solution?
","This is a common issue with pre-trained base models like Llama.
My first thought would be to select a model that has some sort of instruction tuning done to it i.e https://huggingface.co/meta-llama/Llama-2-7b-chat. Instruction tuning impacts the model's ability to solve tasks reliably, as opposed to the base model, which is often just trained to predict the next token (which is often why the cutoff happens).
The second thing, in my experience, I have seen that has helped is using the same prompt format that was used during training. You can see in the source code the prompt format used in training and generation by Meta. Here is a thread about it.
Finally, for repetition, using a Logits Processor at generation-time has been helpful to reduce repetition.
",huggingface-transformers
how do i create objects with a prompt,"The question says it all. Is it even possible for the user to create new objects by responding to a prompt? And if it is possible, then could I also add properties to those objects? (Instructions on this, too, please. 
The reason why I'm asking this is because I'm currently doing a school project involving a small database showing our understanding of objects, arrays, and such. I'm not very experienced in Javascript, so a somewhat straightforward answer would be great.
I've noticed a lot of the responses from people on this site include parts of Javascript I don't understand / haven't learned yet.
Please let me know if I can clarify anything.
","You do it like this:
var answer = prompt('...')
# now create your object however you want
var obj = new MyObject(answer)

Prompt itself can't create any objects, of course. It has only one job and does it well.
",prompt
how to use adapter transformers with a huggingface pipeline,"I tried to run the model ""AdapterHub/bert-base-uncased-pf-conll2003"" (Model description here) for token classification in NLP.
First I tried to install the adapter transformers
pip install -U adapter-transformers 

The output of the above command was
Collecting adapter-transformers

[... see edit history for skipped lines ...]

Installing collected packages: tokenizers, huggingface-hub, adapter-transformers
  Attempting uninstall: tokenizers
    Found existing installation: tokenizers 0.15.0
    Uninstalling tokenizers-0.15.0:
      Successfully uninstalled tokenizers-0.15.0
  Attempting uninstall: huggingface-hub
    Found existing installation: huggingface-hub 0.19.4
    Uninstalling huggingface-hub-0.19.4:
      Successfully uninstalled huggingface-hub-0.19.4
ERROR: pip's dependency resolver does not currently take into account all the packages that are installed. This behaviour is the source of the following dependency conflicts.
transformers 4.35.2 requires huggingface-hub<1.0,>=0.16.4, but you have huggingface-hub 0.13.4 which is incompatible.
transformers 4.35.2 requires tokenizers<0.19,>=0.14, but you have tokenizers 0.13.3 which is incompatible.
Successfully installed adapter-transformers-3.2.1.post0 huggingface-hub-0.13.4 tokenizers-0.13.3


I tried to load the model like this into the pipeline:
from transformers import AutoModelWithHeads
from transformers import pipeline
token_classification = pipeline(""token-classification"", model = ""AdapterHub/bert-base-uncased-pf-conll2003"")
res = token_classification(""Take out the trash bag from the bin and replace it."")
print(res)

I received the errors
EntryNotFoundError: 404 Client Error. (Request ID: Root=1-657e793c-0ce0c1936aff5e5741676650)

Entry Not Found for url: https://huggingface.co/AdapterHub/bert-base-uncased-pf-conll2003/resolve/main/config.json.

During handling of the above exception, another exception occurred:


OSError                                   Traceback (most recent call last)
<ipython-input-3-030dfe0e128d> in <cell line: 3>()
      1 from transformers import AutoModelWithHeads
      2 from transformers import pipeline
----> 3 token_classification = pipeline(""token-classification"", model = ""AdapterHub/bert-base-uncased-pf-conll2003"")
      4 res = token_classification(""Take out the trash bag from the bin and replace it."")
      5 print(res)

/usr/local/lib/python3.10/dist-packages/transformers/pipelines/__init__.py in pipeline(task, model, config, tokenizer, feature_extractor, framework, revision, use_fast, use_auth_token, device, device_map, torch_dtype, trust_remote_code, model_kwargs, pipeline_class, **kwargs)
    673         hub_kwargs[""_commit_hash""] = config._commit_hash
    674     elif config is None and isinstance(model, str):
--> 675         config = AutoConfig.from_pretrained(model, _from_pipeline=task, **hub_kwargs, **model_kwargs)
    676         hub_kwargs[""_commit_hash""] = config._commit_hash
    677 

 [... see edit history for skipped lines ...]

/usr/local/lib/python3.10/dist-packages/transformers/configuration_utils.py in _get_config_dict(cls, pretrained_model_name_or_path, **kwargs)
    624             try:
    625                 # Load from local folder or from cache or download from model Hub and cache
--> 626                 resolved_config_file = cached_file(
    627                     pretrained_model_name_or_path,
    628                     configuration_file,

/usr/local/lib/python3.10/dist-packages/transformers/utils/hub.py in cached_file(path_or_repo_id, filename, cache_dir, force_download, resume_download, proxies, use_auth_token, revision, local_files_only, subfolder, user_agent, _raise_exceptions_for_missing_entries, _raise_exceptions_for_connection_errors, _commit_hash)
    452         if revision is None:
    453             revision = ""main""
--> 454         raise EnvironmentError(
    455             f""{path_or_repo_id} does not appear to have a file named {full_filename}. Checkout ""
    456             f""'https://huggingface.co/{path_or_repo_id}/{revision}' for available files.""

OSError: AdapterHub/bert-base-uncased-pf-conll2003 does not appear to have a file named config.json.
Checkout 'https://huggingface.co/AdapterHub/bert-base-uncased-pf-conll2003/main' for available files.

How do I correctly load this adapter model?
","# be sure you have the dependencies (NEW)
$ pip install adapters 

The old & legacy package is pip install -U adapter-transformers

Create the model outside of the pipeline
from transformers import AutoModelWithHeads
from transformers import pipeline
from transformers import AutoTokenizer

tokenizer = AutoTokenizer.from_pretrained(""bert-base-uncased"")
model = AutoModelWithHeads.from_pretrained(""bert-base-uncased"")
adapter_name = model.load_adapter(""AdapterHub/bert-base-uncased-pf-conll2003"", source=""hf"")
model.active_adapters = adapter_name

token_classification = pipeline(""token-classification"", model=model, tokenizer=tokenizer)
res = token_classification(""Take out the trash bag from the bin and replace it."")
print(res)

",huggingface-transformers
ollama with rag for local utilization to chat with pdf,"I am trying to build ollama usage by using RAG for chatting with pdf on my local machine.
I followed this GitHub repo: https://github.com/tonykipkemboi/ollama_pdf_rag/tree/main
The issue is when I am running code, there is no error, but the code will stop at embedding and will stop after that. I have attached all possible logs along with ollama list.
import logging
from langchain_community.document_loaders import UnstructuredPDFLoader
from langchain_community.embeddings import OllamaEmbeddings
from langchain_text_splitters import RecursiveCharacterTextSplitter
from langchain_community.vectorstores import Chroma
from langchain.prompts import ChatPromptTemplate, PromptTemplate
from langchain_core.output_parsers import StrOutputParser
from langchain_community.chat_models import ChatOllama
from langchain_core.runnables import RunnablePassthrough
from langchain.retrievers.multi_query import MultiQueryRetriever

# Configure logging
logging.basicConfig(level=logging.INFO, format='%(asctime)s - %(levelname)s - %(message)s')

local_path = ""D:/KnowledgeSplice/ollama_pdf_rag-main/WEF_The_Global_Cooperation_Barometer_2024.pdf""

try:
  # Local PDF file uploads
  if local_path:
    loader = UnstructuredPDFLoader(file_path=local_path)
    data = loader.load()
    logging.info(""Loading of PDF is done"")
  else:
    logging.error(""Upload a PDF file"")
    raise ValueError(""No PDF file uploaded"")

  # Preview first page
  logging.info(f""First page content preview: {data[0].page_content[:500]}..."")

  # Split and chunk 
  text_splitter = RecursiveCharacterTextSplitter(chunk_size=7500, chunk_overlap=100)
  logging.info(""Text splitter created"")
  chunks = text_splitter.split_documents(data)
  logging.info(f""Created {len(chunks)} chunks"")

  # Add to vector database
  logging.info(""Creating Vector db"")
  try:
    embedding_model = OllamaEmbeddings(model=""nomic-embed-text"", show_progress=True)
    print(""Embedding"", embedding_model)
    vector_db = Chroma.from_documents(
        documents=chunks,
        embedding=embedding_model,
        collection_name=""local-rag""
    )
    logging.info(""Local db created successfully"")
  except Exception as e:
    logging.error(f""Error creating vector db: {e}"")
    raise  # Re-raise the exception to stop further execution

  # Verify vector database creation
  if vector_db:
    logging.info(""Vector db verification successful"")
  else:
    logging.error(""Vector db creation failed"")
    raise ValueError(""Vector db creation failed"")

    # LLM from Ollama
    local_model = ""llama3""
    llm = ChatOllama(model=local_model)
    logging.info(""LLM model loaded"")

    QUERY_PROMPT = PromptTemplate(
        input_variables=[""question""],
        template=""""""You are an AI language model assistant. Your task is to generate five
        different versions of the given user question to retrieve relevant documents from
        a vector database. By generating multiple perspectives on the user question, your
        goal is to help the user overcome some of the limitations of the distance-based
        similarity search. Provide these alternative questions separated by newlines.
        Original question: {question}"""""",
    )
    logging.info(""Query prompt created"")

    retriever = MultiQueryRetriever.from_llm(
        vector_db.as_retriever(), 
        llm,
        prompt=QUERY_PROMPT
    )
    logging.info(""Retriever created"")

    # RAG prompt
    template = """"""Answer the question based ONLY on the following context:
    {context}
    Question: {question}
    """"""
    prompt = ChatPromptTemplate.from_template(template)
    logging.info(""RAG prompt created"")

    chain = (
        {""context"": retriever, ""question"": RunnablePassthrough()}
        | prompt
        | llm
        | StrOutputParser()
    )
    logging.info(""Chain created"")

    response = chain.invoke(""What are the 5 pillars of global cooperation?"")
    logging.info(""Chain invoked"")
    logging.info(f""Response: {response}"")

except Exception as e:
    logging.error(f""An error occurred: {e}"")

The code is showing no error but did not work after embedding.
Output:
2024-08-06 14:59:59,858 - INFO - Text splitter created
2024-08-06 14:59:59,861 - INFO - Created 11 chunks
2024-08-06 14:59:59,861 - INFO - Creating Vector db
Embedding base_url='http://localhost:11434' model='nomic-embed-text' embed_instruction='passage: ' query_instruction='query: ' mirostat=None mirostat_eta=None mirostat_tau=None num_ctx=None num_gpu=None num_thread=None repeat_last_n=None repeat_penalty=None temperature=None stop=None tfs_z=None top_k=None top_p=None show_progress=True headers=None model_kwargs=None
2024-08-06 15:00:00,662 - INFO - Anonymized telemetry enabled. See                     https://docs.trychroma.com/telemetry for more information.
OllamaEmbeddings: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████| 11/11 [00:27<00:00,  2.46s/it]

Below is my ollama list :
NAME                    ID              SIZE    MODIFIED
nomic-embed-text:latest 0a109f422b47    274 MB  3 hours ago
mistral:latest          f974a74358d6    4.1 GB  17 hours ago
phi3:latest             d184c916657e    2.2 GB  2 weeks ago
llama3:latest           365c0bd3c000    4.7 GB  2 weeks ago

How to resolve this issue?
","ChromaDB does not support large tokens of more than 768
I suggest we change the vector base to FAISS because the chroma has issues with dimensionality which is not comparable with the embedding model, to be precise the database chromadb allows 768 while embedding model offers 1028. Here is the reviewed code
import logging

import ollama
from langchain.prompts import ChatPromptTemplate, PromptTemplate
from langchain.retrievers.multi_query import MultiQueryRetriever
from langchain_community.chat_models import ChatOllama
from langchain_community.document_loaders import UnstructuredPDFLoader
from langchain_community.embeddings import OllamaEmbeddings
from langchain_community.vectorstores import FAISS
from langchain_core.output_parsers import StrOutputParser
from langchain_core.runnables import RunnablePassthrough
from langchain_text_splitters import RecursiveCharacterTextSplitter


# Configure logging
logging.basicConfig(
    level=logging.INFO, format=""%(asctime)s - %(levelname)s - %(message)s""
)

local_path = ""WEF_The_Global_Cooperation_Barometer_2024.pdf""

try:
    # Local PDF file uploads
    if local_path:
        loader = UnstructuredPDFLoader(file_path=local_path)
        data = loader.load()
        logging.info(""Loading of PDF is done"")
    else:
        logging.error(""Upload a PDF file"")
        raise ValueError(""No PDF file uploaded"")

    # Preview first page
    # logging.info(f""First page content preview: {data[0].page_content[:500]}..."")

    # Split and chunk
    text_splitter = RecursiveCharacterTextSplitter(chunk_size=7500, chunk_overlap=100)
    logging.info(""Text splitter created"")
    chunks = text_splitter.split_documents(data)
    logging.info(f""Created {len(chunks)} chunks"")

    # Add to vector database
    logging.info(""Creating Vector db"")
    try:
        ollama.embeddings(
            model=""mxbai-embed-large"",
            # prompt='Llamas are members of the camelid family',
        )
        embedding_model = (OllamaEmbeddings(model=""mxbai-embed-large""),)
        vectorstore_db = FAISS.from_documents(
            documents=chunks, embedding=embedding_model
        )
        vectorstore_db.save_local(""faiss_index"")
        vector_retriever = vectorstore_db.as_retriever()

    except Exception as e:
        logging.error(f""Error creating vector db: {e}"")
        raise  # Re-raise the exception to stop further execution

    # LLM from Ollama
    local_model = ""mistral""
    llm = ChatOllama(model=local_model)
    print(""local llm modal"", local_model)
    logging.info(""LLM model loaded"")

    QUERY_PROMPT = PromptTemplate(
        input_variables=[""question""],
        template=""""""You are an AI language model assistant. Your task is to generate five
        different versions of the given user question to retrieve relevant documents from
        a vector database. By generating multiple perspectives on the user question, your
        goal is to help the user overcome some of the limitations of the distance-based
        similarity search. Provide these alternative questions separated by newlines.
        Original question: {question}"""""",
    )
    logging.info(""Query prompt created"")

    retriever = MultiQueryRetriever.from_llm(
        vector_retriever, llm, prompt=QUERY_PROMPT  # Use the correct retriever
    )
    logging.info(""Retriever created"")

    # RAG prompt
    template = """"""Answer the question based ONLY on the following context:
    {context}
    Question: {question}
    """"""
    prompt = ChatPromptTemplate.from_template(template)
    logging.info(""RAG prompt created"")

    chain = (
        {""context"": retriever, ""question"": RunnablePassthrough()}
        | prompt
        | llm
        | StrOutputParser()
    )
    logging.info(""Chain created"")

    response = chain.invoke(""What are the 5 pillars of global cooperation?"")
    logging.info(""Chain invoked"")
    logging.info(f""Response: {response}"")

except Exception as e:
    logging.error(f""An error occurred: {e}"")

",llm
how to wait until navigatornotificationprompt input has been given,"I am using a Cordova app to embed a React app. In a certain point, the user connects to the camera and a notification appears when a QR code is detected. I want that the code execution waits until user has entered his/her answer ""Yes/No"", but I can't get it to work. Notification prompt message works as expected though.
I need it to pause somehow, as in an async function (like  prompt would, for instance). How could I pause the code execution until the user has chosen Yes/No in screen? I guess with some async/await but don't see where... I have tried unsuccessfully so far:
let test = null;
let input2 = null;
notification = navigator.notification.prompt(""Do you know this QR code?"",
     async function(input) {
     input2 = input;
     test = await NotificationFunction(input, Camera_content);
     console.log(test)
     console.log('input2')
     return [test, input2]
     });

let test2= await notification
console.log(test2)
console.log(notification)
console.log(await test)

Thanks a lot in advance!
","Maybe you can use something like this:
const promise = new Promise((resolve, reject) => {
  navigator.notification.prompt(
    'Do you know this QR code?',
    async function (input) {
      test = await NotificationFunction(input, Camera_content);
      resolve([test, input]);
    },
  );
});

const [test, input] = await promise

Also maybe this can help https://javascript.info/promisify
",prompt
autotokenizerfrom_pretrained took forever to load,"I used the following code to load my custom-trained tokenizer:
from transformers import AutoTokenizer
test_tokenizer = AutoTokenizer.from_pretrained('raptorkwok/cantonese-tokenizer-test')

It took forever to load. Even if I replace the AutoTokenizer with PreTrainedTokenizerFast, it still loads forever.
How to debug or fix this issue?
","The problem is resolved when downgrading transformers version to 4.28.1 from 4.41.0. Both pipeline() and from_pretrained() load the tokenizer successfully in seconds.
",huggingface-transformers
error in cmd as python version not showing,"While i write 
python --version

I get nothing as a result in command prompt. I should get the version details of python, correct? how to rectify it?
Its the same for pip also, which file to download and how to install them, .whl or .grz? The guide shows method using pip --version which again is not working in cmd at the first place.
","You did not say how your issue was solved, so I had to figure it out myself. 
My problem was a 0kb Python.exe in the WindowsApps folder, which is in the PATH environmental variable. I just deleted that file, and everything worked.
",prompt
sgaemaker training what39s the correct regex patrern to capture metrics,"This is the pattern I've seen suggested in a few different posts on SO:
metric_definitions = [
    {'Name': 'loss', 'Regex': ""'loss': ([0-9]+(.|e\-)[0-9]+),?""},
    {'Name': 'learning_rate', 'Regex': ""'learning_rate': ([0-9]+(.|e\-)[0-9]+),?""},
    {'Name': 'eval_loss', 'Regex': ""'eval_loss': ([0-9]+(.|e\-)[0-9]+),?""},
    {'Name': 'eval_accuracy', 'Regex': ""'eval_accuracy': ([0-9]+(.|e\-)[0-9]+),?""},
    {'Name': 'eval_f1', 'Regex': ""'eval_f1': ([0-9]+(.|e\-)[0-9]+),?""},
    {'Name': 'eval_precision', 'Regex': ""'eval_precision': ([0-9]+(.|e\-)[0-9]+),?""},
    {'Name': 'eval_recall', 'Regex': ""'eval_recall': ([0-9]+(.|e\-)[0-9]+),?""},
    {'Name': 'eval_runtime', 'Regex': ""'eval_runtime': ([0-9]+(.|e\-)[0-9]+),?""},
    {'Name': 'eval_samples_per_second', 'Regex': ""'eval_samples_per_second': ([0-9]+(.|e\-)[0-9]+),?""},
    {'Name': 'epoch', 'Regex': ""'epoch': ([0-9]+(.|e\-)[0-9]+),?""}
]

The issue is, it fails to capture the e-0x after the digit. I've tried a few variant like these one: ([0-9]+(.*e\-)[0-9]+)\w+ which I have tested on https://regexr.com/. While it works on the website it still fails to capture the exponent part in CloudWatch.
I noticed the issue because my loss was going up and down, and when I checked the log directly I could see the loss was only going down, except every time it went from 1.254e-05 to 9.365e-06 only the first portion was captured, so it looked like the loss was just going back up and the model was not learning.
","The expression you used has some issues. It only works for ""1234e-05"", and doesn't work for ""1.234e-05"". Also ""."" has to be escaped with back-slash (""\."") to strictly match a period character.
Instead, please try (\d+(\.\d+)?(e-\d+)?)
I only tested on Python's regular expression module, but it should capture all following patterns.

1234
1.234
123e-4
1.23e-4

",huggingface-transformers
how to disable the warning message for g4f version deprecation,"I am using this code to get my response out of the model :
from g4f.client import Client

client = Client()

response = client.chat.completions.create(
    model=""gpt-3.5-turbo"",
    messages=[{""role"": ""user"", ""content"": ""Hello""}],
)

This code is run through subprocess.Popen() call like so:
p = subprocess.Popen(['C:\\Python38\\python.exe','-Wignore', 'C:\\Users\\user\\proj\\projName\\chatgpt.py'],
                             stdin=subprocess.PIPE, stdout=subprocess.PIPE, shell=True, env=env)

But the call to client.chat.completions.create() generates this warning message before actually returning the model response:
New g4f version: 0.3.2.4 (current: 0.3.2.2) | pip install -U g4f

My question is how to suppress that warning message from being generated by the mentioned call?
","You can suppress it using the warnings module:
import warnings
warnings.filterwarnings(""ignore"")

Or, you can resolve the issue by upgrading the g4f package to the latest version via pip install -U g4f

You can also use sys.stdout to redirect standard output temporarily.
For example:
# Save the current stdout
old_stdout = sys.stdout

# Redirect all output that would normally go to stdout (e.g., the console) into a buffer instead
sys.stdout = io.StringIO()

# Call the g4f function that generates the warning here
...
...

# Restore stdout to its original state
sys.stdout = old_stdout

",chatgpt
connecting colab to local runtime jupyter notebook,"I'm trying to connect my Google Colab to a local runtime via Jupyter Notebook. There is one part I can't figure out, which is this:
#Ensure that the notebook server on your machine is running on port 8888 and accepting requests from https://colab.research.google.com.
jupyter notebook \
  --NotebookApp.allow_origin='https://colab.research.google.com' \
  --port=8888 \
  --NotebookApp.port_retries=0

I tried copy-pasting it into my anaconda prompt but only ""jupyter notebook "" is pasted and executed. How do you get all that code typed into prompt? Is it some cmd feature that I'm completely oblivious to?
","The command you are currently running should be run on a Linux machine. If you have a Windows machine, replace the \ at the end of each part of the command with ^. So, your command will be
jupyter notebook ^
  --NotebookApp.allow_origin='https://colab.research.google.com' ^
  --port=8888 ^
  --NotebookApp.port_retries=0

Or, the complete command with all the parameters can be run in a single line like this
jupyter notebook --NotebookApp.allow_origin='https://colab.research.google.com' --port=8888 --NotebookApp.port_retries=0

I have tested this to work on the command prompt, and the local runtime connection is successful.
",prompt
nextjs 13 build error for private identifiers when using openai 40 package,"I added the new 4.0 openai package in my next.js app, i'm using it in the server of the app only and when building i get the error.
- info Linting and checking validity of types .Failed to compile.

./node_modules/openai/src/core.ts:539:3
Type error: Private identifiers are only available when targeting ECMAScript 2015 and higher.

  537 |
  538 | export abstract class AbstractPage<Item> implements AsyncIterable<Item> {
> 539 |   #client: APIClient;
      |   ^
  540 |   protected options: FinalRequestOptions;
  541 |
  542 |   protected response: Response;



I tried changing the tsconfig target to es6,es2015,esnext, but it doesn't seem to work, skipLibCheck is enabled so i'm even more confused as of why it happens
This is my tsconfig:
{
  ""compilerOptions"": {
    ""target"": ""es5"",
    ""lib"": [
      ""dom"",
      ""dom.iterable"",
      ""esnext""
    ],
    ""allowJs"": true,
    ""skipLibCheck"": true,
    ""strict"": true,
    ""forceConsistentCasingInFileNames"": true,
    ""noEmit"": true,
    ""esModuleInterop"": true,
    ""module"": ""esnext"",
    ""moduleResolution"": ""node"",
    ""resolveJsonModule"": true,
    ""isolatedModules"": true,
    ""jsx"": ""preserve"",
    ""incremental"": true,
    ""plugins"": [
      {
        ""name"": ""next""
      }
    ],
    ""paths"": {
      ""$/*"": [
        ""./src/*""
      ],
      ""$app/*"": [
        ""./src/app/*""
      ],
      ""$cmp/*"": [
        ""./src/components/*""
      ],
      ""$types/*"": [
        ""./src/types/*""
      ],
      ""$assets/*"": [
        ""./src/assets/*""
      ],
      ""$lib/*"": [
        ""./src/lib/*""
      ],
    }
  },
  ""include"": [
    ""next-env.d.ts"",
    ""**/*.ts"",
    ""**/*.tsx"",
    "".next/types/**/*.ts""
  ],
  ""exclude"": [
    ""node_modules""
  ]
}

","Use this import (no ""src"" in import):
import { type ChatCompletionMessageParam } from ""openai/resources/index.mjs"";

instead of :
import { ChatCompletionMessageParam } from ""openai/src/resources/chat/completions"";

",chatgpt
type of date as prompt,"I have standard routine for PROMPT_DATA: can be type month('January 2024') or type=day ('24jan2024')
  DATA_ = INPUT(""&Prompt_DATA."", ANYDTDTE.);
  %LET HasComma = %SYSFUNC(INDEXC(&Prompt_DATA_LABEL., ','));
  %IF &HasComma. > 0 %THEN %DO;

I'm looking for a ',' so i know it means day.
How can i better test the type of Prompt_Data?
","This is a fine approach, just no reason to mix the macro language with the data step language.
DATA_ = INPUT(""&Prompt_DATA."", ANYDTDTE.);
IF (INDEXC(""&Prompt_DATA_LABEL."", ',')) THEN DO;
 

END;

Beyond that, SAS doesn't have types really here - just numeric and character.  If it accepted a ""month"" type, it likely would be assigned the 1st of the month (so ""January 2024"" -> 01JAN2024), but you can't just test for that - the first of the month is after all a legal value for the day version as well.
",prompt
